Tanggal;"User ID";Role;Aksi;Deskripsi;Subjek;IP;"User Agent"
"20-01-2026 12:52";1;ADMIN;TOGGLE_KATEGORI_DOKUMEN;"Mengubah status kategori dokumen ""Anggaran"" menjadi AKTIF";"kategori_dokumen #1";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:33";1;ADMIN;LOGIN;"Login ke sistem";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:34";1;ADMIN;CREATE_TAHUN;"Menambahkan tahun anggaran 2027 dan mengaktifkannya";"tahun_anggaran #8";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:34";1;ADMIN;CREATE_SASARAN;"Menambahkan sasaran strategis: Contoh_sasaran_1";"sasaran #8";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:35";1;ADMIN;CREATE_INDIKATOR;"Menambahkan indikator: Contoh_indikator_1";"indikator_kinerja #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:35";1;ADMIN;ASSIGN_PIC;"Menetapkan PIC indikator kepada 1 pegawai";"indikator #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:36";10;STAFF;LOGIN;"Login ke sistem";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:36";10;STAFF;VIEW_TASK_LIST;"Melihat daftar tugas pengukuran kinerja yang ditugaskan";"task_pengukuran #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:36";10;STAFF;OPEN_PENGUKURAN_FORM;"Membuka form pengukuran indikator Contoh_indikator_1 TW 1 Tahun 2027";"indikator_kinerja #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:36";10;STAFF;UPLOAD_FILE_PENGUKURAN;"Mengunggah 1 file pendukung pengukuran indikator Contoh_indikator_1 TW 1 Tahun 2027";"pengukuran_kinerja #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:36";10;STAFF;SUBMIT_PENGUKURAN;"Mengisi pengukuran indikator Contoh_indikator_1 TW 1 Tahun 2027 dengan realisasi 25 dari target 25";"pengukuran_kinerja #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:36";10;STAFF;VIEW_TASK_LIST;"Melihat daftar tugas pengukuran kinerja yang ditugaskan";"task_pengukuran #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:37";1;ADMIN;VIEW_PENGUKURAN;"Melihat output pengukuran kinerja Triwulan 1 Tahun Anggaran 2027";"pengukuran_kinerja #8";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:37";1;ADMIN;VIEW_DETAIL_PENGUKURAN;"Melihat detail pengukuran indikator ID 13 TW 1 tahun anggaran ID 8";"indikator_kinerja #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:38";1;ADMIN;CREATE_TAHUN;"Menambahkan tahun anggaran 2028";"tahun_anggaran #9";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:45";1;ADMIN;TOGGLE_TRIWULAN;"Mengubah status TW 2 menjadi TERBUKA";"tw_settings #14";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:45";10;STAFF;VIEW_TASK_LIST;"Melihat daftar tugas pengukuran kinerja yang ditugaskan";"task_pengukuran #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:45";10;STAFF;OPEN_PENGUKURAN_FORM;"Membuka form pengukuran indikator Contoh_indikator_1 TW 2 Tahun 2027";"indikator_kinerja #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:45";10;STAFF;VIEW_TASK_LIST;"Melihat daftar tugas pengukuran kinerja yang ditugaskan";"task_pengukuran #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:45";10;STAFF;OPEN_PENGUKURAN_FORM;"Membuka form pengukuran indikator Contoh_indikator_1 TW 2 Tahun 2027";"indikator_kinerja #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:45";10;STAFF;UPLOAD_FILE_PENGUKURAN;"Mengunggah 1 file pendukung pengukuran indikator Contoh_indikator_1 TW 2 Tahun 2027";"pengukuran_kinerja #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:45";10;STAFF;SUBMIT_PENGUKURAN;"Mengisi pengukuran indikator Contoh_indikator_1 TW 2 Tahun 2027 dengan realisasi 20 dari target 25";"pengukuran_kinerja #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:48";10;STAFF;UPLOAD_FILE_PENGUKURAN;"Mengunggah 1 file pendukung pengukuran indikator Contoh_indikator_1 TW 2 Tahun 2027";"pengukuran_kinerja #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:48";10;STAFF;SUBMIT_PENGUKURAN;"Mengisi pengukuran indikator Contoh_indikator_1 TW 2 Tahun 2027 dengan realisasi 20 dari target 25";"pengukuran_kinerja #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:48";10;STAFF;VIEW_TASK_LIST;"Melihat daftar tugas pengukuran kinerja yang ditugaskan";"task_pengukuran #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:51";1;ADMIN;CREATE_TAHUN;"Menambahkan tahun anggaran 2029";"tahun_anggaran #10";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:51";1;ADMIN;CREATE_TAHUN;"Menambahkan tahun anggaran 2030 dan mengaktifkannya";"tahun_anggaran #11";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:52";1;ADMIN;CREATE_TAHUN;"Menambahkan tahun anggaran 2031 dan mengaktifkannya";"tahun_anggaran #12";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:56";1;ADMIN;CREATE_TAHUN;"Menambahkan tahun anggaran 2032";"tahun_anggaran #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 12:56";1;ADMIN;UPDATE_TAHUN_STATUS;"Mengaktifkan tahun anggaran 2032";"tahun_anggaran #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:07";1;ADMIN;CREATE_TAHUN;"Menambahkan tahun anggaran 1000 dan mengaktifkannya";"tahun_anggaran #14";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:08";1;ADMIN;CREATE_TAHUN;"Menambahkan tahun anggaran 10002 dan mengaktifkannya";"tahun_anggaran #15";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:14";1;ADMIN;CREATE_TAHUN;"Menambahkan tahun anggaran 10003 dan mengaktifkannya";"tahun_anggaran #16";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:14";1;ADMIN;UPDATE_TAHUN_STATUS;"Menonaktifkan tahun anggaran 10003";"tahun_anggaran #16";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:15";1;ADMIN;DELETE_TAHUN;"Menghapus tahun anggaran 10003";"tahun_anggaran #16";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:15";1;ADMIN;DELETE_TAHUN;"Menghapus tahun anggaran 10002";"tahun_anggaran #15";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:15";1;ADMIN;DELETE_TAHUN;"Menghapus tahun anggaran 2032";"tahun_anggaran #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:15";1;ADMIN;DELETE_TAHUN;"Menghapus tahun anggaran 2031";"tahun_anggaran #12";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:15";1;ADMIN;DELETE_TAHUN;"Menghapus tahun anggaran 2030";"tahun_anggaran #11";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:15";1;ADMIN;DELETE_TAHUN;"Menghapus tahun anggaran 2029";"tahun_anggaran #10";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:15";1;ADMIN;DELETE_TAHUN;"Menghapus tahun anggaran 2028";"tahun_anggaran #9";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:15";1;ADMIN;UPDATE_TAHUN_STATUS;"Mengaktifkan tahun anggaran 2027";"tahun_anggaran #8";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:15";10;STAFF;VIEW_PENGUKURAN_PROGRESS;"Melihat progress pengukuran indikator Contoh_indikator_1 TW 2 Tahun 2027";"pengukuran_kinerja #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:15";10;STAFF;VIEW_TASK_LIST;"Melihat daftar tugas pengukuran kinerja yang ditugaskan";"task_pengukuran #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:16";10;STAFF;VIEW_PENGUKURAN_REPORT;"Melihat laporan pengukuran indikator Contoh_indikator_1 TW 1 Tahun 2027";"pengukuran_kinerja #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:16";10;STAFF;VIEW_PENGUKURAN_PROGRESS;"Melihat progress pengukuran indikator Contoh_indikator_1 TW 2 Tahun 2027";"pengukuran_kinerja #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:16";10;STAFF;VIEW_TASK_LIST;"Melihat daftar tugas pengukuran kinerja yang ditugaskan";"task_pengukuran #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:16";10;STAFF;VIEW_PENGUKURAN_PROGRESS;"Melihat progress pengukuran indikator Contoh_indikator_1 TW 2 Tahun 2027";"pengukuran_kinerja #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:16";10;STAFF;SEARCH_FILTER_DOKUMEN_STAFF;"Melakukan pencarian / filter dokumen pribadi";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:16";10;STAFF;OPEN_UPLOAD_DOKUMEN_FORM;"Membuka form upload dokumen kinerja";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:16";10;STAFF;VIEW_TASK_LIST;"Melihat daftar tugas pengukuran kinerja yang ditugaskan";"task_pengukuran #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:16";10;STAFF;VIEW_PENGUKURAN_PROGRESS;"Melihat progress pengukuran indikator Contoh_indikator_1 TW 2 Tahun 2027";"pengukuran_kinerja #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:17";10;STAFF;SEARCH_FILTER_DOKUMEN_STAFF;"Melakukan pencarian / filter dokumen pribadi";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:17";10;STAFF;OPEN_PENGAJUAN_KATEGORI;"Membuka form pengajuan kategori dokumen";"kategori_dokumen #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:20";10;STAFF;VIEW_TASK_LIST;"Melihat daftar tugas pengukuran kinerja yang ditugaskan";"task_pengukuran #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:20";10;STAFF;VIEW_PENGUKURAN_PROGRESS;"Melihat progress pengukuran indikator Contoh_indikator_1 TW 2 Tahun 2027";"pengukuran_kinerja #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:20";10;STAFF;VIEW_TASK_LIST;"Melihat daftar tugas pengukuran kinerja yang ditugaskan";"task_pengukuran #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:20";10;STAFF;VIEW_PENGUKURAN_PROGRESS;"Melihat progress pengukuran indikator Contoh_indikator_1 TW 2 Tahun 2027";"pengukuran_kinerja #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:20";10;STAFF;VIEW_TASK_LIST;"Melihat daftar tugas pengukuran kinerja yang ditugaskan";"task_pengukuran #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:21";10;STAFF;VIEW_TASK_LIST;"Melihat daftar tugas pengukuran kinerja yang ditugaskan";"task_pengukuran #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:21";10;STAFF;VIEW_PENGUKURAN_PROGRESS;"Melihat progress pengukuran indikator Contoh_indikator_1 TW 2 Tahun 2027";"pengukuran_kinerja #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:21";10;STAFF;VIEW_TASK_LIST;"Melihat daftar tugas pengukuran kinerja yang ditugaskan";"task_pengukuran #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:21";10;STAFF;VIEW_PENGUKURAN_PROGRESS;"Melihat progress pengukuran indikator Contoh_indikator_1 TW 2 Tahun 2027";"pengukuran_kinerja #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:21";10;STAFF;VIEW_TASK_LIST;"Melihat daftar tugas pengukuran kinerja yang ditugaskan";"task_pengukuran #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:21";10;STAFF;VIEW_PENGUKURAN_PROGRESS;"Melihat progress pengukuran indikator Contoh_indikator_1 TW 2 Tahun 2027";"pengukuran_kinerja #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:21";10;STAFF;VIEW_TASK_LIST;"Melihat daftar tugas pengukuran kinerja yang ditugaskan";"task_pengukuran #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:21";10;STAFF;VIEW_PENGUKURAN_PROGRESS;"Melihat progress pengukuran indikator Contoh_indikator_1 TW 2 Tahun 2027";"pengukuran_kinerja #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:22";10;STAFF;VIEW_TASK_LIST;"Melihat daftar tugas pengukuran kinerja yang ditugaskan";"task_pengukuran #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:22";10;STAFF;VIEW_PENGUKURAN_PROGRESS;"Melihat progress pengukuran indikator Contoh_indikator_1 TW 2 Tahun 2027";"pengukuran_kinerja #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:22";10;STAFF;SEARCH_FILTER_DOKUMEN_STAFF;"Melakukan pencarian / filter dokumen pribadi";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:22";10;STAFF;SEARCH_FILTER_DOKUMEN_UNIT;"Melakukan pencarian / filter dokumen unit kerja";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:22";10;STAFF;SEARCH_FILTER_DOKUMEN_STAFF;"Melakukan pencarian / filter dokumen pribadi";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:22";10;STAFF;SEARCH_FILTER_DOKUMEN_STAFF;"Melakukan pencarian / filter dokumen pribadi";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:22";10;STAFF;SEARCH_FILTER_DOKUMEN_STAFF;"Melakukan pencarian / filter dokumen pribadi";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:22";10;STAFF;VIEW_DOKUMEN_ARSIP;"Melihat arsip dokumen kinerja";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:22";10;STAFF;VIEW_DOKUMEN_ARSIP;"Melihat arsip dokumen kinerja";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:22";10;STAFF;VIEW_DOKUMEN_ARSIP;"Melihat arsip dokumen kinerja";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:22";10;STAFF;SEARCH_FILTER_DOKUMEN_PUBLIC;"Melakukan pencarian / filter dokumen publik";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:23";10;STAFF;SEARCH_FILTER_DOKUMEN_PUBLIC;"Melakukan pencarian / filter dokumen publik";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:23";10;STAFF;SEARCH_FILTER_DOKUMEN_PUBLIC;"Melakukan pencarian / filter dokumen publik";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:23";10;STAFF;SEARCH_FILTER_DOKUMEN_PUBLIC;"Melakukan pencarian / filter dokumen publik";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:23";10;STAFF;SEARCH_FILTER_DOKUMEN_PUBLIC;"Melakukan pencarian / filter dokumen publik";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:23";10;STAFF;SEARCH_FILTER_DOKUMEN_PUBLIC;"Melakukan pencarian / filter dokumen publik";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:23";10;STAFF;VIEW_TASK_LIST;"Melihat daftar tugas pengukuran kinerja yang ditugaskan";"task_pengukuran #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:23";10;STAFF;VIEW_PENGUKURAN_PROGRESS;"Melihat progress pengukuran indikator Contoh_indikator_1 TW 2 Tahun 2027";"pengukuran_kinerja #13";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:23";10;STAFF;SEARCH_FILTER_DOKUMEN_STAFF;"Melakukan pencarian / filter dokumen pribadi";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:24";2;ATASAN;LOGIN;"Login ke sistem";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:25";7;ATASAN;LOGIN;"Login ke sistem";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:25";10;STAFF;VIEW_PROFILE;"Melihat halaman profil pribadi";"user #10";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:25";10;STAFF;VIEW_PROFILE;"Melihat halaman profil pribadi";"user #10";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:25";6;STAFF;LOGIN;"Login ke sistem";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36"
"21-01-2026 13:26";1;ADMIN;LOGIN;"Login ke sistem";"- #-";::1;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"
